queue_index,id,decision,reviewed_banglish,notes,subject,answer,quality_status,warnings
880,benqa_ext_12th-Physics-II_0090,,"frenel shrenir opobortone alokoroshmi o toronggomukh kirup hoy?
A. obhisari o goliy
B. oposari o goliy
C. somantoral o somotol
D. somantoral o belonakriti
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
881,benqa_ext_12th-Physics-II_0096,,"n songkhyok E torichchalok boler koshoke shrenite jukt korole probah i hobe (kosher abhyontorin rodh r o bohihbortonir rodh R) .
A. i = \frac{nE}{R + nr}
B. i = \frac{nE}{nR + r}
C. i = \frac{nE}{nR + nr}
D. i = \frac{nE}{R + \frac{r}{n}}
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
882,benqa_ext_12th-Physics-II_0098,,"alor drutite gotishil ekoti roketer doirghy hobe-
A. ordhek
B. shuny
C. dwigun
D. osim
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
883,benqa_ext_12th-Physics-II_0100,,"sholy chikitosay byobohrit jontropati jibanumukt korote byobohrit hoy-
A. eks-re
B. otibeguni roshmi
C. gama-re
D. obolohit roshmi
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
884,benqa_ext_12th-Physics-II_0108,,"apotit alokoroshmir toronggomukher utoponn kon holo-
A. 0\degree
B. 45\degree
C. 90\degree
D. 180\degree
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
885,benqa_ext_12th-Physics-II_0115,,"ekoti N taip ordh-poribahir boishishty holo-
A. ekoti rinatmok charjogrosth
B. ete protoner adhiky thake
C. holer poriman beshi thake
D. eti adhan niropeksh
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
886,benqa_ext_12th-Physics-II_0116,,"kon byobostha poribesh theke 1500 jul tap shoshon kore ebong byobosthar upor 300 jul kaj sompadit hoy. byobosthatir obhyontorin shoktir poriborton kot?
A. 1200 jul
B. - 1200 jul
C. 1800 jul
D. - 1800 jul
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
887,benqa_ext_12th-Physics-II_0123,,"m_{0} sthir bhorosomponn konar beg \frac{c}{\sqrt{2}} hole er bhorobeg-
A. \frac{1}{\sqrt{2}} m_{0}c
B. \frac{1}{2} m_{0}c
C. m_{0}c
D. 2 m_{0}c
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
888,benqa_ext_12th-Physics-II_0128,,"tapogotibidyar dwitiy sutrer ganitik rup-
A. dQ = TdS
B. dQ = \frac{dS}{T}
C. W = JH
D. dQ = dU + dW
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
889,benqa_ext_12th-Physics-II_0135,,"maikeloson-morlir porikshar siddhantosomuh hochchhe- i. ithar madhyom bolote e mohabishbe kichhu nei ii. gyalilior rupantor sothik iii. alor beg ekoti dhrub rashi ja kono poryobekshoker upor nirbhoroshil noy nicher konoti sothik?
A. i o ii
B. ii o iii
C. i o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
890,benqa_ext_12th-Physics-II_0140,,"nicher konoti polar daiilektrik podarth noy?
A. HN_{3}
B. HCl
C. H_{2}O
D. CH_{4}
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
891,benqa_ext_12th-Physics-II_0156,,"alor torit kriyay- i. apotit alor kompangk suchon kompangker cheye kom holei kebol Electron nirgomon ghote ii. alor kompangk barale nibritti bibhob briddhi pay iii. alor born poribortoner sathe nirgot ilektroner shoktir sompork royechhe nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
892,benqa_ext_12th-Physics-II_0165,,"kono poribahite torit probahomatra panchogun kora hole tap utopadoner har kot gun hobe?
A. \frac{1}{5}
B. 5
C. 25
D. 50
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
893,benqa_ext_12th-Physics-II_0167,,"kono dhatur kary opekshoker soman shoktir ekoti foton apotit hole nirgot ilektroner gotishokti-
A. shuny
B. osim
C. apotit fotoner shoktir soman
D. kary opekshoker soman
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
894,benqa_ext_12th-Physics-II_0170,,"golakar poribahir dharokotto er byasardher-
A. somanupatik
B. borger byostanupatik
C. byostanupatik
D. borger somanupatik
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
895,benqa_ext_12th-Physics-II_0171,,"frenel shrenir opobortone apotit toronggomukher akriti hobe- i. goliy ii. somotol iii. silindar nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
896,benqa_ext_12th-Physics-II_0182,,"ekoti sushom toritokshetre 50 cm byobodhane obosthit duti bindur bibhob parthoky 200 V . praboly kot?
A. 50 Vm^{-1}
B. 100 Vm^{-1}
C. 400 Vm^{-1}
D. 1600 Vm^{-1}
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
897,benqa_ext_12th-Physics-II_0185,,"bholt er tuly ekok konoti?
A. JC^{-1}
B. J.C
C. N.C^{-1}
D. N.m^{-1}
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
898,benqa_ext_12th-Physics-II_0188,,"_{20}^{40}\textrm{Ca} o _{19}^{39}\textrm{K} hochchhe-
A. aisobar
B. aisotop
C. aisomar
D. aisoton
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
899,benqa_ext_12th-Physics-II_0191,,"nicher konoti charj niropeksh roshmi?
A. kyathod roshmi
B. alofa roshmi
C. gama roshmi
D. bita roshmi
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
900,benqa_ext_12th-Physics-II_0194,,"1 kg iureniyam (^{235}\textrm{U}) hote shoktir poroman kot kWh?
A. 2.25 \times 10^{2}
B. 2.29 \times 10^{7}
C. 3.92 \times 10^{7}
D. 9.32 \times 10^{7}
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
901,benqa_ext_12th-Physics-II_0196,,"ekoti charjit bostuke prithibir sathe jukt korole bostutike adhaner poriman-
A. briddhi pabe
B. shuny hobe
C. hras pabe
D. oporibortit hobe
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
902,benqa_ext_12th-Physics-II_0202,,"_{0}^{1}\textrm{n} + _{92}^{235}\textrm{U} + _{56}^{141}\textrm{Ba} + _{36}^{92}\textrm{Kr} + 3 _{0}^{1}\textrm{n} + shokti bikriyati kon dhoroner?
A. fiushon
B. fishon
C. niukliy tap bikriya
D. songjojon bikriya
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
903,benqa_ext_12th-Physics-II_0209,,"kono sbochchh madhyomer somoborton kon 60\degree. protisoron koner man kot?
A. 30\degree
B. 45\degree
C. 60\degree
D. 90\degree
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
904,benqa_ext_12th-Physics-II_0210,,"alor torit kriyar boishishty holo- i. eti ekoti tatokshonik ghotona ii. foto ilekotroner gotishokti apotit alor kompangker somanupatik iii. fototorit probaher man apotit alor tibrotar byostanupatik nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
905,benqa_ext_12th-Physics-II_0218,,"tranojistorer kshetre \alpha o \beta er modhye sompork nimnorup-
A. \beta = \frac{\alpha}{1 + \alpha}
B. \beta = \frac{1 + \alpha}{1 - \alpha}
C. \alpha = \frac{\beta}{1 + \beta}
D. \alpha = \frac{1 + \beta}{\beta}
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
906,benqa_ext_12th-Physics-II_0223,,"eks-re er ekok holo-
A. bekerel
B. niuton
C. rontojen
D. bholt
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
907,benqa_ext_12th-Physics-II_0224,,"1 amu bhorer somotuly shokti kot?
A. 932 MeV
B. 93.2 MeV
C. 9.32 MeV
D. 0.932 MeV
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
908,benqa_ext_12th-Physics-II_0226,,"_{18}^{40}\textrm{Ar} o _{20}^{40}\textrm{Ca} hochchhe-
A. aisomar
B. aisotop
C. aisobar
D. aisoton
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
909,benqa_ext_12th-Physics-II_0238,,"aisotoper 'top'-er orth ki?
A. sthan
B. goti
C. kriya
D. bikiron
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
910,benqa_ext_12th-Physics-II_0244,,"kon torongger jony opoborton sorbadhik hoy?
A. gama roshmi
B. eks roshmi
C. obolohit roshmi
D. betar roshmi
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
911,benqa_ext_12th-Physics-II_0253,,"ekoti poribahi tarer doirghy dwigun o prosthochchheder kshetrofol ordhek korole uhar rodh hobe?
A. ordhek
B. dwigun
C. charogun
D. poriborton hobe na
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
912,benqa_ext_12th-Physics-II_0259,,"torit probaher fole utoponn taper poriman nirnayok somikoron nicher konoti?
A. H = 0.24 V^{2} It Cal
B. H = 0.24 \frac{V^{2}}{R} t Cal
C. H = 0.24 IRt Cal
D. H = 0.24 P^{2}t Cal
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
913,benqa_ext_12th-Physics-II_0261,,"kon podarther tapomatra barole rodh kome?
A. naikrom
B. kopar
C. aluminiyam
D. jarmeniyam
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
914,benqa_ext_12th-Physics-II_0268,,"prothom o dwitiy bor kokshopothe ilektroner shoktir onupat-
A. 1:2
B. 1:4
C. 2:1
D. 4:1
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
915,benqa_ext_12th-Physics-II_0275,,"kono tap injiner tapograhoker tapomatra 360 K ebong dokshota 40%. tap utoser tapomatra holo-
A. 400 K
B. 600 K
C. 720 K
D. 900 K
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
916,benqa_ext_12th-Physics-II_0282,,"tapogotibidyar prothom sutr sompork sthapon kore-
A. tap o chap er modhye
B. tap o bol er modhye
C. tap o kaj er modhye
D. tap o kshomota er modhye
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
917,benqa_ext_12th-Physics-II_0284,,"torichchalok shoktir ekok holo-
A. ampiyar
B. jul
C. kulomb
D. bholt
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
918,benqa_ext_12th-Physics-II_0288,,"purnotorongg ekomukhikoron bortoni toiri kora jay- i. 2 ti dayod diye ii. 3 ti dayod diye iii. 4 ti dayod diye nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
919,benqa_ext_12th-Physics-II_0291,,"nicher konotir rodher ushnota gunangk rinatmok?
A. tama
B. pitol
C. aluminiyam
D. jarmeniyam
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
920,benqa_ext_12th-Physics-II_0296,,"ekoti podarther jojon byand pray purn ebong poribohon byand pray khali. byand dutor shokti byobodhan khuboi beshi. podarthoti holo-
A. poribahi
B. ordhoporibahi
C. ontorok
D. otiporibahi
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
921,benqa_ext_12th-Physics-II_0307,,"ekoti tranojistorer songgrahok probah 5 mA ebong bhumi probah 100 \mu A hole nihsarok probah kot?
A. 5.2 mA
B. 5.1 mA
C. 5.0 mA
D. 4.9 mA
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
922,benqa_ext_12th-Physics-II_0308,,"sholy chikitosay byobohrit jontropati jibanumukt korote byobohrit hoy-
A. eks roshmi
B. gama roshmi
C. otibeguni roshmi
D. obolohit roshmi
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
923,benqa_ext_12th-Physics-II_0309,,"torit choumbokiy torongger beg c = \frac{1}{\mu_{0} \varepsilon_{0}} protipadit hoyechhe je totto hote tar probokta holen-
A. myaks plyangk
B. myaks oyel
C. ainostain
D. niuton
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
924,benqa_ext_12th-Physics-II_0314,,"1000 g bhorer somotuly shokti kot?
A. 10 \times 10^{16} J
B. 9 \times 10^{16} J
C. 3.1 \times 10^{16} J
D. 1.6 \times 10^{16} J
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
925,benqa_ext_12th-Physics-II_0320,,"tejoskriy kshoy dhruboker matra konoti?
A. [T]
B. [T^{-1}]
C. [\gamma]
D. [\gamma^{-1}]
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
926,benqa_ext_12th-Physics-II_0321,,"(\sqrt{\epsilon_{0}\mu_{0}})^{-1} er man konoti?
A. 6.63 \times 10^{-34} Js
B. 8.85 \times 10^{-12} N^{-1} m^{-2} C^{2}
C. 9 \times 10^{9} Nm^{2} C^{-2}
D. 3 \times 10^{8} ms^{-1}
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
927,benqa_ext_12th-Physics-II_0323,,"niukliy boler boishishty- i. beshi palla ii. akorshonodhormi iii. sbolp palla nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Physics-II,C,ai_assisted_review_pass_v1,
928,benqa_ext_12th-Physics-II_0329,,"nicher kon podarther rodher ushnota gunangk (\alpha) rinatmok?
A. jarmeniyam
B. bronj
C. pitol
D. obhr
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
929,benqa_ext_12th-Physics-II_0330,,"_{20}^{40}\textrm{Ca} o _{19}^{39}\textrm{K} porosporer ki?
A. aisotop
B. aisoton
C. aisobar
D. aisomar
Answer with only A, B, C, or D.",,Physics-II,B,ai_assisted_review_pass_v1,
930,benqa_ext_12th-Physics-II_0331,,"konoti sorbapeksha durbol bol?
A. mohakorsh
B. niukliy durbol bol
C. tarit choumbokiy bol
D. niukliy sobol bol
Answer with only A, B, C, or D.",,Physics-II,A,ai_assisted_review_pass_v1,
931,benqa_ext_12th-Physics-II_0332,,"foton konar kshetre kon tothy projojy- i. sthitibhor osim ii. charjohin iii. bhorobeg, P = \frac{h}{\lambda} nicher konoti sothik?
A. i
B. ii
C. iii
D. ii o iii
Answer with only A, B, C, or D.",,Physics-II,D,ai_assisted_review_pass_v1,
932,benqa_ext_8th-Science_0001,,"tentule kon esid thake?
A. myalik
B. saitrik
C. oksalik
D. tarotarik
Answer with only A, B, C, or D.",,Science,D,ai_assisted_review_pass_v1,
933,benqa_ext_8th-Science_0002,,"kon moul dutir sahajye fiuj prostut kora hoy?
A. sisa o jingk
B. jingj o tin
C. sisa o tin
D. sisa o loha
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_pass_v1,
934,benqa_ext_8th-Science_0004,,"patay utoponn horomon konoti?
A. oksin
B. ithilin
C. florijen
D. jibberelin
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_pass_v1,
935,benqa_ext_8th-Science_0007,,"platipaser boishishty konoti?
A. motridugdh pan kore
B. shitol roktobishisht
C. buke bhor kore chole
D. sontan prosob kore
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_pass_v1,
936,benqa_ext_8th-Science_0010,,"kosh bibhajoner kon dhape protyek kromotide ekoti sestromiyar thake?
A. profej
B. prometafej
C. metafej
D. anafej
Answer with only A, B, C, or D.",,Science,D,ai_assisted_review_pass_v1,
937,benqa_ext_8th-Science_0011,,"“bishbokap kriket 2019” dekhote sahajy korechhil kon upogroh?
A. jogajog
B. abohaoya
C. samorik
D. prithibi poryobekshonokari
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_pass_v1,
938,benqa_ext_8th-Science_0012,,"niyoner paromanobik songkhya kot?
A. 8
B. 9
C. 10
D. 11
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_pass_v1,
939,benqa_ext_8th-Science_0020,,"segun udbhider projonon hoy konotir sahojye?
A. muler sahajye
B. dehere sahajye
C. kander sahajye
D. patar sahajye
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_pass_v1,
940,benqa_ext_8th-Science_0021,,"pranijogoter brihottoporb konoti?
A. porifera
B. molaska
C. orthropoda
D. kordata
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_pass_v1,
941,benqa_ext_8th-Science_0028,,"70 keji bhorer ekojon mohashunyocharir chande bhor kot hobe?
A. 11.67 keji
B. 70 keji
C. 420 keji
D. 686 keji
Answer with only A, B, C, or D.",,Science,B,ai_assisted_review_pass_v1,
942,benqa_ext_8th-Science_0034,,"amader deher gothon upadan konoti?
A. amish
B. shorkora
C. sneh
D. bhitamin
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_pass_v1,
943,benqa_ext_8th-Science_0038,,"aluminiyamer jojoni kot?
A. 1
B. 2
C. 3
D. 4
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_pass_v1,
944,benqa_ext_8th-Science_0046,,"rokt jomat bandhote sahajy kore konoti?
A. bhitamin e
B. bhitamin si
C. bhitamin bi
D. bhitamin ke
Answer with only A, B, C, or D.",,Science,D,ai_assisted_review_pass_v1,
945,benqa_ext_8th-Science_0048,,"korim saheber foler dokan achhe. tini kancha fologulo pakate ek dhoroner rasayonik podarth byobohar korone. rasayonik podarthotir nam ki?
A. oksin
B. ithilin
C. jibberelin
D. abosaisik esid
Answer with only A, B, C, or D.",,Science,B,ai_assisted_review_pass_v1,
946,benqa_ext_8th-Science_0049,,"korim saheber foler dokan achhe. tini kancha fologulo pakate ek dhoroner rasayonik podarth byobohar korone. ukt rasayonik podather boishishty- i. shakha kolome mul gojay ii. pata o mule dekha jay iii. chara gachher kander briddhi ghotay nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_pass_v1,
947,benqa_ext_8th-Science_0050,,"konoti platihelominothes porber prani?
A. fitakrimi
B. golokrimi
C. kencho
D. jonk
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_pass_v1,
948,benqa_ext_8th-Science_0053,,"CuCO_{3}\xrightarrow[]{tap}A+CO_{2} somikoroner A chihnit sthane bosobe-
A. Cu
B. O_{2}
C. Cu_{2}O
D. CuO
Answer with only A, B, C, or D.",,Science,D,ai_assisted_review_pass_v1,
949,benqa_ext_8th-Science_0057,,"protiti chokh theke ekoti sbadhin udbhider jonm hoy. sei udbhid nicher konoti?
A. alu
B. ada
C. pudina
D. rosun
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_pass_v1,
950,benqa_ext_8th-Science_0059,,"oksijen moulotite ilekotron songkhya kot?
A. 2
B. 6
C. 8
D. 16
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_pass_v1,
951,benqa_ext_8th-Science_0060,,"obhikorshoj tworon G er man sobocheye beshi-
A. bishub onchole
B. meru onchole
C. prithibir kendre
D. chande
Answer with only A, B, C, or D.",,Science,B,ai_assisted_review_pass_v1,
952,benqa_ext_8th-Science_0063,,"niutoner mohakorsh sutrer kshetre- i. mohabishber protiti bostukona eke oporoke nijer dike akorshon kore ii. akorshon boler man bostukonadboyer bhorer gunofole somanupatik iii. akorshon boler man bostur durotter borger somanupatik nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_pass_v1,
953,benqa_ext_8th-Science_0077,,"maitosis kosh bibhajoner kon dhapoti sbolposthayi?
A. profej
B. enafej
C. metafej
D. pro- metafej
Answer with only A, B, C, or D.",,Science,D,ai_assisted_review_pass_v1,
954,benqa_ext_8th-Science_0082,,"haturi machher dehe kon dhoroner aish thake?
A. saikloyed
B. gyanoyed
C. plakoyed
D. tinoyed
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_pass_v1,
955,benqa_ext_8th-Science_0083,,"CaO+ 2HCI\rightarrow \fbox{x} + H_{2}O bikriyatite X jougoti ki?
A. kshar
B. esid
C. ksharok
D. lobon
Answer with only A, B, C, or D.",,Science,D,ai_assisted_review_pass_v1,
956,benqa_ext_8th-Science_0090,,"S+O_{2}\xrightarrow[]{tap}X uddipoker X jougoti- i. torol ii. jhajhalo gondhobishisht iii. salofar o oksijener protyoksh songjoge utoponn hoy nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_pass_v1,
957,benqa_ext_8th-Science_0095,,"florijener kshetre projojy- i. potrofoloke sthanantorit hoy ii. potromukuloke pushpomukule porinot kore iii. udbhide ful utoponn hoy nicher konoti sothik
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_pass_v1,
958,benqa_ext_8th-Science_0097,,"loghu mostishk- i. deher bharosamy roksha kore ii. cholafera niyontron kore iii. tap songrokshon kore nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_pass_v1,
959,benqa_ext_8th-Science_0103,,"kothay G er man beshi?
A. meru onchole
B. bishubiy onchole
C. krastiy onchole
D. prithibir kendre
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_pass_v1,
960,benqa_ext_8th-Science_0104,,"kon porber pranir himosil thake?
A. nematoda
B. anelida
C. athropoda
D. molaska
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_pass_v1,
961,benqa_ext_8th-Science_0110,,"konoti ksharok?
A. NaOH
B. NH_{4}OH
C. Ca(OH)_{2}
D. AI(OH)_{3}
Answer with only A, B, C, or D.",,Science,D,ai_assisted_review_pass_v1,
962,benqa_ext_8th-Science_0114,,"beli fuler gondh chhoriye pore kon prokriyay?
A. byapon
B. obhisrobon
C. prosbedon
D. imobaibishon
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_pass_v1,
963,benqa_ext_8th-Science_0116,,"konoti litomaser born porirboton kore na?
A. HCI
B. NaCI
C. NH_{3}
D. Ca(OH)_{2}
Answer with only A, B, C, or D.",,Science,B,ai_assisted_review_pass_v1,
964,benqa_ext_8th-Science_0119,,"briddhi protibondhok horomon konoti?
A. oksin
B. jibberelin
C. ithilin
D. saitokoinin
Answer with only A, B, C, or D.",,Science,C,ai_assisted_review_pass_v1,
965,benqa_ext_8th-Science_0124,,"bastutontrer joib upadan konoti?
A. mati
B. pani
C. bayu
D. mrit jib
Answer with only A, B, C, or D.",,Science,D,ai_assisted_review_pass_v1,
966,benqa_ext_8th-Science_0128,,"sar karokhanay oti proyojoniy esid konoti?
A. H_{2}SO_{4}
B. HNO_{3}
C. HCI
D. HCIO_{4}
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_pass_v1,
967,benqa_ext_8th-Science_0129,,"konoti guchchh fol?
A. akond
B. kanthal
C. jam
D. kola
Answer with only A, B, C, or D.",,Science,A,ai_assisted_review_pass_v1,
968,benqa_ext_8th-Science_0131,,"100 bholter ekoti balb 5 ampiyar toritoprobaher bortonite songjukt kora holo. bortonir rodh kot?
A. 0.05 o’m
B. 20 o’m
C. 105 o’m
D. 500 o’m
Answer with only A, B, C, or D.",,Science,B,ai_assisted_review_pass_v1,
