model_subset,subset_size,id,dataset,domain,subject,task_type,review_label,bangla_correct,banglish_correct,english_correct,banglish_minus_bangla,banglish_minus_english,alternate_best_correct,strong_alternate_low_banglish,zero_banglish_any_alternate,banglish_beats_alternate
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0518,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Biology-II_0321,benqa,biology-ii,Biology-II,mcq,minor_edit,0,0,1,0,-1,1,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Biology-II_0287,benqa,biology-ii,Biology-II,mcq,minor_edit,2,1,3,-1,-2,3,True,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Physics-I_0079,benqa,physics-i,Physics-I,mcq,minor_edit,3,3,3,0,0,3,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Chemistry-I_0140,benqa,chemistry-i,Chemistry-I,mcq,minor_edit,1,1,2,0,-1,2,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0233,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_8th-Science_0042,benqa,science,Science,mcq,unreviewed,1,0,3,-1,-3,3,True,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Chemistry-I_0303,benqa,chemistry-i,Chemistry-I,mcq,unreviewed,3,3,3,0,0,3,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_1699,banglamath,math,,short_answer,minor_edit,1,1,1,0,0,1,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0552,banglamath,math,,short_answer,minor_edit,1,0,0,-1,0,1,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Physics-II_0290,benqa,physics-ii,Physics-II,mcq,minor_edit,2,0,1,-2,-1,2,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_8th-Math_0072,benqa,math,Math,mcq,unreviewed,0,1,1,1,0,1,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0539,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Physics-I_0133,benqa,physics-i,Physics-I,mcq,minor_edit,3,1,3,-2,-2,3,True,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Biology_0128,benqa,biology,Biology,mcq,minor_edit,2,0,2,-2,-2,2,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Physics-II_0195,benqa,physics-ii,Physics-II,mcq,minor_edit,1,0,2,-1,-2,2,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Chemistry-I_0190,benqa,chemistry-i,Chemistry-I,mcq,unreviewed,0,0,2,0,-2,2,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_8th-Math_0062,benqa,math,Math,mcq,unreviewed,3,2,3,-1,-1,3,True,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0549,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Math-I_0029,benqa,math-i,Math-I,mcq,unreviewed,0,0,1,0,-1,1,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Chemistry_0322,benqa,chemistry,Chemistry,mcq,unreviewed,3,1,3,-2,-2,3,True,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Biology-II_0203,benqa,biology-ii,Biology-II,mcq,minor_edit,3,3,2,0,1,3,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_1703,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Physics_0106,benqa,physics,Physics,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Math-I_0187,benqa,math-i,Math-I,mcq,minor_edit,0,1,0,1,1,0,False,False,True
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Biology_0149,benqa,biology,Biology,mcq,unreviewed,2,0,2,-2,-2,2,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Physics_0130,benqa,physics,Physics,mcq,bad,2,3,2,1,1,2,False,False,True
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Chemistry-I_0286,benqa,chemistry-i,Chemistry-I,mcq,bad,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Physics-II_0131,benqa,physics-ii,Physics-II,mcq,bad,0,1,0,1,1,0,False,False,True
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Biology_0188,benqa,biology,Biology,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_1686,banglamath,math,,short_answer,unreviewed,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0188,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Physics_0036,benqa,physics,Physics,mcq,minor_edit,3,3,3,0,0,3,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Chemistry-I_0218,benqa,chemistry-i,Chemistry-I,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Biology_0090,benqa,biology,Biology,mcq,minor_edit,1,1,2,0,-1,2,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Chemistry-II_0117,benqa,chemistry-ii,Chemistry-II,mcq,minor_edit,1,0,2,-1,-2,2,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Biology-II_0034,benqa,biology-ii,Biology-II,mcq,minor_edit,1,1,2,0,-1,2,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Physics-II_0088,benqa,physics-ii,Physics-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_1696,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0531,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Chemistry-II_0305,benqa,chemistry-ii,Chemistry-II,mcq,minor_edit,0,1,0,1,1,0,False,False,True
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Physics_0296,benqa,physics,Physics,mcq,unreviewed,0,1,1,1,0,1,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Physics_0150,benqa,physics,Physics,mcq,minor_edit,1,2,3,1,-1,3,True,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0526,banglamath,math,,short_answer,minor_edit,2,0,3,-2,-3,3,True,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Chemistry_0110,benqa,chemistry,Chemistry,mcq,minor_edit,1,0,3,-1,-3,3,True,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Math-II_0357,benqa,math-ii,Math-II,mcq,minor_edit,1,1,0,0,1,1,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Chemistry-II_0013,benqa,chemistry-ii,Chemistry-II,mcq,minor_edit,1,1,3,0,-2,3,True,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_8th-Science_0202,benqa,science,Science,mcq,minor_edit,3,0,3,-3,-3,3,True,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_8th-Science_0078,benqa,science,Science,mcq,minor_edit,0,1,1,1,0,1,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Math-I_0202,benqa,math-i,Math-I,mcq,minor_edit,3,2,2,-1,0,3,True,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Physics-II_0213,benqa,physics-ii,Physics-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_1684,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0186,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0231,banglamath,math,,short_answer,minor_edit,0,0,2,0,-2,2,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_8th-Science_0159,benqa,science,Science,mcq,minor_edit,0,0,1,0,-1,1,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Physics_0280,benqa,physics,Physics,mcq,minor_edit,2,2,3,0,-1,3,True,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Chemistry_0132,benqa,chemistry,Chemistry,mcq,minor_edit,2,0,3,-2,-3,3,True,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Chemistry-II_0228,benqa,chemistry-ii,Chemistry-II,mcq,minor_edit,2,1,3,-1,-2,3,True,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Physics-I_0254,benqa,physics-i,Physics-I,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Biology_0057,benqa,biology,Biology,mcq,minor_edit,2,1,1,-1,0,2,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Biology-II_0247,benqa,biology-ii,Biology-II,mcq,minor_edit,2,2,0,0,2,2,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Biology-I_0039,benqa,biology-i,Biology-I,mcq,unreviewed,1,0,0,-1,0,1,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Chemistry-II_0235,benqa,chemistry-ii,Chemistry-II,mcq,minor_edit,2,1,3,-1,-2,3,True,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_1697,banglamath,math,,short_answer,minor_edit,1,1,2,0,-1,2,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_8th-Science_0024,benqa,science,Science,mcq,unreviewed,1,0,0,-1,0,1,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Biology-II_0179,benqa,biology-ii,Biology-II,mcq,unreviewed,2,0,3,-2,-3,3,True,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Biology-I_0277,benqa,biology-i,Biology-I,mcq,unreviewed,1,1,3,0,-2,3,True,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Chemistry_0194,benqa,chemistry,Chemistry,mcq,unreviewed,1,1,3,0,-2,3,True,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0187,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0559,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0521,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_1691,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Physics-I_0157,benqa,physics-i,Physics-I,mcq,unreviewed,2,0,0,-2,0,2,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_12th-Biology-I_0056,benqa,biology-i,Biology-I,mcq,unreviewed,1,0,1,-1,-1,1,False,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0229,banglamath,math,,short_answer,unreviewed,3,0,3,-3,-3,3,True,True,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Math-II_0102,benqa,math-ii,Math-II,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_0558,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,banglamath_1695,banglamath,math,,short_answer,unreviewed,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B + Qwen3-4B,3,benqa_10th-Math_0044,benqa,math,Math,mcq,minor_edit,3,0,3,-3,-3,3,True,True,False
